date,product_id,category,brand,region,channel,season,base_price,current_price,price_change_pct,discount_pct,promotion_type,units_sold,revenue,inventory_level,stockout_flag,demand_index,unit_cost,competitor_price
2026-03-23,P1456,Groceries,FreshFarm,UK,app,Spring,310.02,186.01,-40.0,40,Clearance,4,744.04,198,0,88.89,139.71,350.49
2026-03-24,P1456,Groceries,FreshFarm,UK,mobile,Spring,310.02,310.02,0.0,0,None,4,1240.08,268,0,88.89,129.17,313.90
2026-03-25,P1456,Groceries,FreshFarm,UK,mobile,Spring,310.02,279.02,-10.0,10,Percentage Discount,5,1395.1,320,0,111.11,180.42,301.64
2026-03-26,P1456,Groceries,FreshFarm,UK,mobile,Spring,310.02,310.02,0.0,0,None,4,1240.08,234,0,88.89,169.58,334.40
2026-03-27,P1456,Groceries,FreshFarm,UK,mobile,Spring,310.02,155.01,-50.0,50,Clearance,5,775.05,205,0,111.11,185.05,301.07
2026-03-28,P1456,Groceries,FreshFarm,UK,web,Spring,310.02,201.51,-35.0,35,Buy One Get One,4,806.04,187,0,88.89,191.09,344.90
2026-03-29,P1456,Groceries,FreshFarm,UK,mobile,Spring,310.02,310.02,0.0,0,None,4,1240.08,243,0,88.89,187.39,345.97
2026-03-30,P1456,Groceries,FreshFarm,UK,web,Spring,310.02,232.51,-25.0,25,Percentage Discount,5,1162.55,269,0,111.11,170.71,303.03
2026-03-31,P1456,Groceries,FreshFarm,UK,app,Spring,310.02,248.02,-20.0,20,Percentage Discount,4,992.08,497,0,88.89,168.73,348.95
2026-01-01,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,5,1550.1,271,0,111.11,139.39,306.45
2026-01-02,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,3,930.06,383,0,66.67,169.78,333.78
2026-01-03,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,3,930.06,130,0,66.67,152.11,346.41
2026-01-04,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,248.02,-20.0,20,Percentage Discount,4,992.08,174,0,88.89,211.25,295.16
2026-01-05,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,248.02,-20.0,20,Flash Sale,5,1240.1,223,0,111.11,199.78,325.46
2026-01-06,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,221,0,88.89,168.40,321.09
2026-01-07,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,4,1240.08,286,0,88.89,162.44,347.50
2026-01-08,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,248.02,-20.0,20,Flash Sale,3,744.06,262,0,66.67,183.50,343.56
2026-01-09,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,5,1550.1,155,0,111.11,154.15,314.16
2026-01-10,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,6,1860.12,281,0,133.33,190.76,329.30
2026-01-11,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,76,0,111.11,195.54,299.24
2026-01-12,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,312,0,111.11,131.31,338.93
2026-01-13,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,3,930.06,199,0,66.67,181.77,327.55
2026-01-14,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,4,1240.08,245,0,88.89,173.80,354.52
2026-01-15,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,234,0,111.11,149.85,312.21
2026-01-16,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,5,1550.1,179,0,111.11,210.40,332.42
2026-01-17,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,5,1550.1,230,0,111.11,172.67,303.77
2026-01-18,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,217.01,-30.0,30,Clearance,4,868.04,452,0,88.89,162.30,345.31
2026-01-19,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,4,1240.08,240,0,88.89,186.04,328.51
2026-01-20,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,4,1240.08,241,0,88.89,203.02,328.43
2026-01-21,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,7,2170.14,367,0,155.56,161.51,341.56
2026-01-22,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,3,930.06,336,0,66.67,210.45,347.18
2026-01-23,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,186.01,-40.0,40,Flash Sale,5,930.05,243,0,111.11,140.52,327.62
2026-01-24,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,279.02,-10.0,10,Percentage Discount,6,1674.12,178,0,133.33,153.76,342.09
2026-01-25,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,3,930.06,275,0,66.67,135.14,346.85
2026-01-26,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,4,1240.08,305,0,88.89,193.49,309.65
2026-01-27,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,3,930.06,309,0,66.67,198.26,356.09
2026-01-28,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,5,1550.1,233,0,111.11,149.44,307.79
2026-01-29,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,248.02,-20.0,20,Flash Sale,7,1736.14,303,0,155.56,164.09,319.77
2026-01-30,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,217.01,-30.0,30,Clearance,6,1302.06,288,0,133.33,173.41,333.66
2026-01-31,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,248.02,-20.0,20,Flash Sale,4,992.08,230,0,88.89,132.18,348.81
2026-02-01,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,3,930.06,355,0,66.67,175.38,299.08
2026-02-02,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,201.51,-35.0,35,Buy One Get One,6,1209.06,425,0,133.33,169.10,332.33
2026-02-03,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,387,0,111.11,191.42,348.64
2026-02-04,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,5,1550.1,151,0,111.11,191.71,300.13
2026-02-05,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,342,0,111.11,179.97,310.50
2026-02-06,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,248.02,-20.0,20,Percentage Discount,2,496.04,287,0,44.44,130.59,305.62
2026-02-07,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,386,0,88.89,127.89,313.78
2026-02-08,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,6,1860.12,316,0,133.33,199.74,339.55
2026-02-09,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,186.01,-40.0,40,Flash Sale,6,1116.06,186,0,133.33,187.91,346.57
2026-02-10,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,339,0,88.89,175.47,311.05
2026-02-11,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,5,1550.1,436,0,111.11,131.13,307.98
2026-02-12,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,5,1550.1,156,0,111.11,131.03,309.05
2026-02-13,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,4,1240.08,210,0,88.89,179.34,308.49
2026-02-14,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,248.02,-20.0,20,Flash Sale,6,1488.12,324,0,133.33,190.31,338.65
2026-02-15,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,217.01,-30.0,30,Percentage Discount,5,1085.05,224,0,111.11,183.25,299.50
2026-02-16,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,5,1550.1,308,0,111.11,164.90,303.47
2026-02-17,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,3,930.06,292,0,66.67,144.03,298.13
2026-02-18,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,3,930.06,341,0,66.67,147.10,322.92
2026-02-19,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,3,930.06,272,0,66.67,136.95,343.72
2026-02-20,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,248.02,-20.0,20,Percentage Discount,5,1240.1,416,0,111.11,124.59,356.05
2026-02-21,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,4,1240.08,307,0,88.89,192.08,314.34
2026-02-22,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,248.02,-20.0,20,Flash Sale,5,1240.1,158,0,111.11,157.95,295.74
2026-02-23,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,217.01,-30.0,30,Flash Sale,4,868.04,216,0,88.89,127.20,332.98
2026-02-24,P1456,Groceries,FreshFarm,DE,web,Winter,310.02,310.02,0.0,0,None,3,930.06,336,0,66.67,145.73,339.29
2026-02-25,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,4,1240.08,375,0,88.89,215.55,330.97
2026-02-26,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,3,930.06,253,0,66.67,210.25,298.23
2026-02-27,P1456,Groceries,FreshFarm,DE,app,Winter,310.02,310.02,0.0,0,None,3,930.06,294,0,66.67,194.31,298.57
2026-02-28,P1456,Groceries,FreshFarm,DE,mobile,Winter,310.02,310.02,0.0,0,None,6,1860.12,318,0,133.33,143.10,334.82
2026-03-01,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,310.02,0.0,0,None,3,930.06,333,0,66.67,195.36,304.48
2026-03-02,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,310.02,0.0,0,None,4,1240.08,215,0,88.89,162.02,346.29
2026-03-03,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,186.01,-40.0,40,Flash Sale,2,372.02,110,0,44.44,152.96,354.68
2026-03-04,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,310.02,0.0,0,None,5,1550.1,203,0,111.11,186.94,356.32
2026-03-05,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,310.02,0.0,0,None,4,1240.08,203,0,88.89,142.60,315.47
2026-03-06,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,310.02,0.0,0,None,3,930.06,371,0,66.67,165.47,344.53
2026-03-07,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,232.51,-25.0,25,Percentage Discount,6,1395.06,251,0,133.33,154.10,335.61
2026-03-08,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,279.02,-10.0,10,Percentage Discount,2,558.04,174,0,44.44,213.31,320.42
2026-03-09,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,310.02,0.0,0,None,3,930.06,459,0,66.67,212.53,334.86
2026-03-10,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,310.02,0.0,0,None,3,930.06,184,0,66.67,198.76,350.40
2026-03-11,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,232.51,-25.0,25,Percentage Discount,4,930.04,398,0,88.89,162.15,308.49
2026-03-12,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,310.02,0.0,0,None,5,1550.1,420,0,111.11,177.85,312.08
2026-03-13,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,310.02,0.0,0,None,4,1240.08,411,0,88.89,145.33,307.03
2026-03-14,P1456,Groceries,FreshFarm,DE,mobile,Spring,310.02,310.02,0.0,0,None,2,620.04,305,0,44.44,195.77,300.82
2026-03-15,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,279.02,-10.0,10,Percentage Discount,2,558.04,304,0,44.44,166.41,306.37
2026-03-16,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,310.02,0.0,0,None,4,1240.08,364,0,88.89,150.43,336.76
2026-03-17,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,263.52,-15.0,15,Member Offer,4,1054.08,313,0,88.89,167.07,318.26
2026-03-18,P1456,Groceries,FreshFarm,DE,mobile,Spring,310.02,248.02,-20.0,20,Percentage Discount,5,1240.1,287,0,111.11,192.85,323.97
2026-03-19,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,310.02,0.0,0,None,4,1240.08,188,0,88.89,125.73,354.12
2026-03-20,P1456,Groceries,FreshFarm,DE,web,Spring,310.02,201.51,-35.0,35,Buy One Get One,3,604.53,313,0,66.67,143.44,347.05
2026-03-21,P1456,Groceries,FreshFarm,DE,mobile,Spring,310.02,310.02,0.0,0,None,3,930.06,347,0,66.67,210.97,304.97
2026-03-22,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,217.01,-30.0,30,Percentage Discount,5,1085.05,133,0,111.11,124.22,313.38
2026-03-23,P1456,Groceries,FreshFarm,DE,mobile,Spring,310.02,263.52,-15.0,15,Percentage Discount,5,1317.6,288,0,111.11,178.13,305.13
2026-03-24,P1456,Groceries,FreshFarm,DE,mobile,Spring,310.02,279.02,-10.0,10,Member Offer,4,1116.08,24,0,88.89,171.20,346.89
2026-03-25,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,310.02,0.0,0,None,6,1860.12,234,0,133.33,169.16,347.08
2026-03-26,P1456,Groceries,FreshFarm,DE,mobile,Spring,310.02,310.02,0.0,0,None,5,1550.1,467,0,111.11,202.23,317.34
2026-03-27,P1456,Groceries,FreshFarm,DE,mobile,Spring,310.02,310.02,0.0,0,None,6,1860.12,184,0,133.33,201.67,344.96
2026-03-28,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,263.52,-15.0,15,Percentage Discount,4,1054.08,189,0,88.89,193.91,308.20
2026-03-29,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,310.02,0.0,0,None,6,1860.12,235,0,133.33,215.09,301.01
2026-03-30,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,310.02,0.0,0,None,6,1860.12,186,0,133.33,156.26,334.13
2026-03-31,P1456,Groceries,FreshFarm,DE,app,Spring,310.02,217.01,-30.0,30,Percentage Discount,4,868.04,161,0,88.89,213.64,317.48
2026-01-01,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,279.02,-10.0,10,Percentage Discount,4,1116.08,196,0,88.89,191.11,355.64
2026-01-02,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,217.01,-30.0,30,Percentage Discount,5,1085.05,374,0,111.11,127.61,326.92
2026-01-03,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,217.01,-30.0,30,Clearance,6,1302.06,268,0,133.33,200.76,354.34
2026-01-04,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,310.02,0.0,0,None,5,1550.1,330,0,111.11,207.15,318.08
2026-01-05,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,279.02,-10.0,10,Percentage Discount,6,1674.12,271,0,133.33,176.62,342.48
2026-01-06,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,217.01,-30.0,30,Percentage Discount,6,1302.06,235,0,133.33,149.34,317.91
2026-01-07,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,371,0,88.89,193.33,295.00
2026-01-08,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,194,0,111.11,181.36,343.43
2026-01-09,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,3,930.06,306,0,66.67,199.80,300.70
2026-01-10,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,248.02,-20.0,20,Percentage Discount,4,992.08,213,0,88.89,153.68,315.44
2026-01-11,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,248.02,-20.0,20,Flash Sale,5,1240.1,276,0,111.11,130.66,315.01
2026-01-12,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,248.02,-20.0,20,Flash Sale,4,992.08,337,0,88.89,176.32,335.13
2026-01-13,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,186.01,-40.0,40,Clearance,6,1116.06,224,0,133.33,182.80,303.22
2026-01-14,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,217.01,-30.0,30,Flash Sale,4,868.04,289,0,88.89,216.48,304.59
2026-01-15,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,294.52,-5.0,5,Member Offer,4,1178.08,334,0,88.89,127.99,350.45
2026-01-16,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,316,0,88.89,209.79,342.61
2026-01-17,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,141,0,111.11,162.85,356.20
2026-01-18,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,2,620.04,234,0,44.44,150.38,347.13
2026-01-19,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,4,1240.08,207,0,88.89,147.20,304.81
2026-01-20,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,232,0,88.89,178.54,319.27
2026-01-21,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,297,0,111.11,155.66,339.41
2026-01-22,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,217.01,-30.0,30,Percentage Discount,5,1085.05,243,0,111.11,127.90,309.79
2026-01-23,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,263.52,-15.0,15,Percentage Discount,3,790.56,208,0,66.67,201.61,349.98
2026-01-24,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,279.02,-10.0,10,Member Offer,5,1395.1,163,0,111.11,164.67,318.13
2026-01-25,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,4,1240.08,308,0,88.89,130.97,352.15
2026-01-26,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,217.01,-30.0,30,Flash Sale,5,1085.05,177,0,111.11,154.85,351.93
2026-01-27,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,201.51,-35.0,35,Buy One Get One,4,806.04,252,0,88.89,185.79,306.65
2026-01-28,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,310.02,0.0,0,None,4,1240.08,316,0,88.89,203.06,295.48
2026-01-29,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,232.51,-25.0,25,Percentage Discount,5,1162.55,237,0,111.11,148.58,332.50
2026-01-30,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,322,0,111.11,132.67,355.21
2026-01-31,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,294,0,88.89,162.81,341.44
2026-02-01,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,6,1860.12,216,0,133.33,186.19,344.05
2026-02-02,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,279.02,-10.0,10,Member Offer,7,1953.14,382,0,155.56,192.27,346.99
2026-02-03,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,217.01,-30.0,30,Flash Sale,6,1302.06,342,0,133.33,129.82,333.85
2026-02-04,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,3,930.06,242,0,66.67,194.96,336.70
2026-02-05,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,310.02,0.0,0,None,5,1550.1,320,0,111.11,134.20,332.57
2026-02-06,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,200,0,88.89,204.92,309.68
2026-02-07,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,3,930.06,207,0,66.67,166.88,329.22
2026-02-08,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,248.02,-20.0,20,Percentage Discount,4,992.08,144,0,88.89,124.14,319.35
2026-02-09,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,6,1860.12,286,0,133.33,171.93,301.44
2026-02-10,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,248.02,-20.0,20,Percentage Discount,5,1240.1,309,0,111.11,147.69,331.39
2026-02-11,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,229,0,111.11,180.89,302.26
2026-02-12,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,268,0,88.89,187.06,349.81
2026-02-13,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,5,1550.1,376,0,111.11,179.86,316.56
2026-02-14,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,4,1240.08,143,0,88.89,161.70,347.18
2026-02-15,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,263.52,-15.0,15,Percentage Discount,5,1317.6,314,0,111.11,141.79,316.27
2026-02-16,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,279.02,-10.0,10,Member Offer,5,1395.1,489,0,111.11,148.73,314.78
2026-02-17,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,5,1550.1,210,0,111.11,128.97,324.64
2026-02-18,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,155.01,-50.0,50,Clearance,6,930.06,226,0,133.33,157.78,319.41
2026-02-19,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,310.02,0.0,0,None,6,1860.12,269,0,133.33,176.65,355.08
2026-02-20,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,232.51,-25.0,25,Percentage Discount,4,930.04,320,0,88.89,167.72,344.05
2026-02-21,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,201.51,-35.0,35,Buy One Get One,6,1209.06,292,0,133.33,159.97,354.63
2026-02-22,P1456,Groceries,FreshFarm,AU,web,Winter,310.02,310.02,0.0,0,None,4,1240.08,130,0,88.89,176.72,354.67
2026-02-23,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,201.51,-35.0,35,Buy One Get One,10,2015.1,304,0,222.22,157.77,314.51
2026-02-24,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,7,2170.14,279,0,155.56,194.24,322.10
2026-02-25,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,310.02,0.0,0,None,3,930.06,324,0,66.67,152.13,322.38
2026-02-26,P1456,Groceries,FreshFarm,AU,mobile,Winter,310.02,248.02,-20.0,20,Flash Sale,5,1240.1,256,0,111.11,178.60,346.93
2026-02-27,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,217.01,-30.0,30,Percentage Discount,5,1085.05,219,0,111.11,179.97,298.73
2026-02-28,P1456,Groceries,FreshFarm,AU,app,Winter,310.02,310.02,0.0,0,None,6,1860.12,288,0,133.33,174.44,329.05
2026-03-01,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,310.02,0.0,0,None,5,1550.1,319,0,111.11,143.45,337.18
2026-03-02,P1456,Groceries,FreshFarm,AU,web,Spring,310.02,310.02,0.0,0,None,3,930.06,258,0,66.67,204.06,355.12
2026-03-03,P1456,Groceries,FreshFarm,AU,web,Spring,310.02,201.51,-35.0,35,Buy One Get One,6,1209.06,380,0,133.33,151.78,296.42
2026-03-04,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,155.01,-50.0,50,Clearance,6,930.06,240,0,133.33,200.12,325.06
2026-03-05,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,310.02,0.0,0,None,2,620.04,400,0,44.44,201.13,327.82
2026-03-06,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,294.52,-5.0,5,Member Offer,4,1178.08,181,0,88.89,180.43,322.52
2026-03-07,P1456,Groceries,FreshFarm,AU,web,Spring,310.02,201.51,-35.0,35,Buy One Get One,6,1209.06,324,0,133.33,149.97,324.78
2026-03-08,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,186.01,-40.0,40,Flash Sale,7,1302.07,239,0,155.56,160.99,318.22
2026-03-09,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,310.02,0.0,0,None,4,1240.08,237,0,88.89,139.32,328.98
2026-03-10,P1456,Groceries,FreshFarm,AU,web,Spring,310.02,310.02,0.0,0,None,5,1550.1,232,0,111.11,210.81,333.78
2026-03-11,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,310.02,0.0,0,None,5,1550.1,410,0,111.11,184.08,331.60
2026-03-12,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,310.02,0.0,0,None,5,1550.1,275,0,111.11,134.31,344.41
2026-03-13,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,201.51,-35.0,35,Buy One Get One,6,1209.06,435,0,133.33,184.98,315.25
2026-03-14,P1456,Groceries,FreshFarm,AU,web,Spring,310.02,310.02,0.0,0,None,3,930.06,281,0,66.67,186.15,298.38
2026-03-15,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,310.02,0.0,0,None,5,1550.1,351,0,111.11,159.45,306.91
2026-03-16,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,310.02,0.0,0,None,5,1550.1,193,0,111.11,151.97,318.55
2026-03-17,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,310.02,0.0,0,None,4,1240.08,449,0,88.89,155.27,299.35
2026-03-18,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,310.02,0.0,0,None,5,1550.1,411,0,111.11,185.92,321.57
2026-03-19,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,310.02,0.0,0,None,3,930.06,193,0,66.67,154.83,330.90
2026-03-20,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,155.01,-50.0,50,Clearance,8,1240.08,227,0,177.78,163.31,299.38
2026-03-21,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,310.02,0.0,0,None,5,1550.1,452,0,111.11,199.39,330.70
2026-03-22,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,186.01,-40.0,40,Flash Sale,6,1116.06,447,0,133.33,124.69,321.63
2026-03-23,P1456,Groceries,FreshFarm,AU,app,Spring,310.02,310.02,0.0,0,None,5,1550.1,320,0,111.11,171.37,301.60
2026-03-24,P1456,Groceries,FreshFarm,AU,web,Spring,310.02,310.02,0.0,0,None,4,1240.08,317,0,88.89,161.24,324.33
2026-03-25,P1456,Groceries,FreshFarm,AU,web,Spring,310.02,310.02,0.0,0,None,3,930.06,328,0,66.67,135.78,306.58
2026-03-26,P1456,Groceries,FreshFarm,AU,web,Spring,310.02,310.02,0.0,0,None,4,1240.08,328,0,88.89,199.09,350.02
2026-03-27,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,186.01,-40.0,40,Flash Sale,3,558.03,290,0,66.67,156.16,333.32
2026-03-28,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,310.02,0.0,0,None,4,1240.08,260,0,88.89,179.16,329.89
2026-03-29,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,310.02,0.0,0,None,6,1860.12,343,0,133.33,145.43,352.62
2026-03-30,P1456,Groceries,FreshFarm,AU,mobile,Spring,310.02,310.02,0.0,0,None,5,1550.1,138,0,111.11,212.69,313.50
